"Uhrin ikä";"Hyvinvointialue";"Tiedot";"Vuosi";"Rikos";"Uhri mies";"Uhri nainen"
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Pakottaminen seksuaaliseen tekoon 20:4";10;142
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";13;44
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";23;81
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Paritus 20:9";0;6
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Tappo 21:1§1";40;14
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Murha 21:2§1/1-4";16;11
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Tapon yritys 21:1§2";271;68
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Murhan yritys 21:2§2";53;5
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Pahoinpitely 21:5";13716;9684
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Törkeä pahoinpitely 21:6";1267;391
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Lievä pahoinpitely 21:7§";4574;4267
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Ryöstö 31:1§1/1-2";911;308
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Ryöstön yritys 31:1§2";156;86
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Törkeä ryöstö 31:2§1/1-4";207;77
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Törkeän ryöstön yritys 31:2§2";43;11
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Kiristys 31:3§1";168;107
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Kiristyksen yritys 31:3§2";442;274
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Törkeä kiristys 31:4§1/1-4";44;12
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Törkeän kiristyksen yritys 31:4§2";14;6
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Vapaudenriisto 25:1-2§";146;216
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Laiton uhkaus 25:7§";4852;4847
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Vainoaminen 25:7a§";161;554
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Kuolemantuottamus 21:8-9";41;36
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Ihmiskauppa 25:3, 3a";28;51
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Panttivangin ottaminen 25:4";35;68
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2018";"Terrostisessa tarkoituksessa tehdyt rikokset";0;1
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"YHTEENSÄ";28002;25557
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Raiskaus 20:§1-2,4";40;1187
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeä raiskaus 20:2";16;178
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Raiskaus (3 mom) 20:1§3-4";1;41
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Pakottaminen sukupuoliyhteyteen 20:3";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Lapsen seksuaalinen hyväksikäyttö 20:6";172;1040
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeä lapsen seksuaalinen hyväksikäyttö 20:7";31;442
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeä lapsenraiskaus 20:7b";2;34
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Seksuaalinen ahdistelu 20:5a§1";28;491
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Seksuaalinen hyväksikäyttö 20:5§1,3";16;81
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Pakottaminen seksuaaliseen tekoon 20:4";12;194
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";9;35
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";31;136
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Paritus 20:9";0;10
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Tappo 21:1§1";30;12
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Murha 21:2§1/1-4";13;11
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Tapon yritys 21:1§2";228;44
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Murhan yritys 21:2§2";107;237
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Pahoinpitely 21:5";13958;9948
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeä pahoinpitely 21:6";1205;419
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Lievä pahoinpitely 21:7§";4480;4037
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Ryöstö 31:1§1/1-2";965;311
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Ryöstön yritys 31:1§2";157;88
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeä ryöstö 31:2§1/1-4";245;87
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeän ryöstön yritys 31:2§2";45;17
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Kiristys 31:3§1";187;123
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Kiristyksen yritys 31:3§2";449;329
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeä kiristys 31:4§1/1-4";28;5
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Törkeän kiristyksen yritys 31:4§2";17;9
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Vapaudenriisto 25:1-2§";208;244
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Laiton uhkaus 25:7§";5034;5119
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Vainoaminen 25:7a§";150;528
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Kuolemantuottamus 21:8-9";38;20
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Ihmiskauppa 25:3, 3a";39;44
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Panttivangin ottaminen 25:4";58;50
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2019";"Terrostisessa tarkoituksessa tehdyt rikokset";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"YHTEENSÄ";32792;36848
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Raiskaus 20:§1-2,4";38;1230
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeä raiskaus 20:2";29;106
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Raiskaus (3 mom) 20:1§3-4";2;37
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Pakottaminen sukupuoliyhteyteen 20:3";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Lapsen seksuaalinen hyväksikäyttö 20:6";159;1122
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeä lapsen seksuaalinen hyväksikäyttö 20:7";30;412
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeä lapsenraiskaus 20:7b";1;65
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Seksuaalinen ahdistelu 20:5a§1";58;499
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Seksuaalinen hyväksikäyttö 20:5§1,3";11;80
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Pakottaminen seksuaaliseen tekoon 20:4";12;183
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";22;40
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";13;167
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Paritus 20:9";3;14
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Tappo 21:1§1";38;11
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Murha 21:2§1/1-4";22;9
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Tapon yritys 21:1§2";306;74
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Murhan yritys 21:2§2";54;7
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Pahoinpitely 21:5";13239;10158
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeä pahoinpitely 21:6";1393;406
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Lievä pahoinpitely 21:7§";4204;4024
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Ryöstö 31:1§1/1-2";1046;342
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Ryöstön yritys 31:1§2";191;79
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeä ryöstö 31:2§1/1-4";317;88
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeän ryöstön yritys 31:2§2";63;28
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Kiristys 31:3§1";2951;6027
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Kiristyksen yritys 31:3§2";2600;5444
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeä kiristys 31:4§1/1-4";39;13
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Törkeän kiristyksen yritys 31:4§2";11;8
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Vapaudenriisto 25:1-2§";164;240
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Laiton uhkaus 25:7§";5440;5246
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Vainoaminen 25:7a§";162;551
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Kuolemantuottamus 21:8-9";67;38
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Ihmiskauppa 25:3, 3a";65;58
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Panttivangin ottaminen 25:4";42;38
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2020";"Terrostisessa tarkoituksessa tehdyt rikokset";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"YHTEENSÄ";28048;27549
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Raiskaus 20:§1-2,4";51;1527
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeä raiskaus 20:2";4;150
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Raiskaus (3 mom) 20:1§3-4";0;34
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Pakottaminen sukupuoliyhteyteen 20:3";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Lapsen seksuaalinen hyväksikäyttö 20:6";178;1307
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeä lapsen seksuaalinen hyväksikäyttö 20:7";31;467
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeä lapsenraiskaus 20:7b";8;113
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Seksuaalinen ahdistelu 20:5a§1";35;694
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Seksuaalinen hyväksikäyttö 20:5§1,3";8;79
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Pakottaminen seksuaaliseen tekoon 20:4";8;243
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";11;83
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";15;106
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Paritus 20:9";0;30
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Tappo 21:1§1";27;13
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Murha 21:2§1/1-4";20;14
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Tapon yritys 21:1§2";277;62
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Murhan yritys 21:2§2";61;15
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Pahoinpitely 21:5";13473;10622
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeä pahoinpitely 21:6";1304;418
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Lievä pahoinpitely 21:7§";4195;4106
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Ryöstö 31:1§1/1-2";960;296
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Ryöstön yritys 31:1§2";170;61
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeä ryöstö 31:2§1/1-4";335;90
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeän ryöstön yritys 31:2§2";52;19
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Kiristys 31:3§1";326;239
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Kiristyksen yritys 31:3§2";619;517
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeä kiristys 31:4§1/1-4";21;9
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Törkeän kiristyksen yritys 31:4§2";10;4
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Vapaudenriisto 25:1-2§";179;213
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Laiton uhkaus 25:7§";5385;5320
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Vainoaminen 25:7a§";145;526
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Kuolemantuottamus 21:8-9";62;50
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Ihmiskauppa 25:3, 3a";50;75
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Panttivangin ottaminen 25:4";28;42
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2021";"Terrostisessa tarkoituksessa tehdyt rikokset";0;0
